aliasID,aliasName
1752,甲状旁腺机能亢进性心肌病
1753,婴儿慢性髓性细胞白血病
1754,卵巢性索瘤伴环状小管
1755,神经型白塞病
1756,原发恶性梭形细胞肿瘤
1757,肺动脉高血压
1758,房内阻滞
1759,局限性肠炎
1760,硬脑膜动静脉瘘
1761,阿狄森病
1762,慢性下腰损伤
1763,小儿潴留性息肉
1764,枕大孔脑膜瘤
1765,肝静脉阻塞综合征
1766,轮状病毒性胃肠炎
1767,小产
1768,痤疮样疹
1769,软性纤维瘤
1770,小儿结节状硬化
1771,皮肤淋巴细胞渗润
1772,Kaschin-Beck病
1773,白癜
1774,己糖激酶缺陷症
1775,小儿Andersen病
1776,角层板状出汗不良
1777,异染色性白质营养不良
1778,血溢病
1779,自发的大网膜节段性梗死
1780,胆源性慢性复发性胰腺炎
1781,未分化网状细胞瘤
1782,布鲁氏菌肺炎
1783,多变的未分类的抗体缺乏性疾病
1784,全身中毒性休克
1785,细小病毒感染
1786,马耳他热
1787,小儿脑水肿
1788,贝耳氏麻痹
1789,肺动脉栓塞综合征
1790,小儿Dandy-Walker综合征
1791,小儿神经酰胺沉积病
1792,韦格内肉芽肿
1793,小儿抗维生素D佝偻病
1794,甲状腺功能减低症
1795,指拐垫
1796,肠腺病毒胃肠炎
1797,小儿β-珠蛋白生成障碍贫血
1798,妊娠合并先天性心室间隔缺损
1799,腹壁急性皮肤坏疽
1800,黑鱼鳞病
1801,大血管损伤
1802,未分化结缔组织综合征
1803,透明细胞小汗腺腺瘤
1804,弓形虫病性巩膜炎
1805,绒毛状腺瘤
1806,煤工业肺
1807,特发性热带脾肿大
1808,房室交接处逸搏和逸搏心律
1809,小儿大脑半球神经胶质瘤
1810,懒惰白细胞综合症
1811,小儿闭塞性脑血管病
1812,房室交界性早搏
1813,小儿纵隔压迫综合症
1814,中毒性视力减退
1815,外阴局限性肠炎
1816,克里格勒-纳贾尔综合症
1817,左前半阻滞
1818,角层下脓疱病的毛囊型
1819,贝赫切特病伴发的精神障碍
1820,视网膜恶性胶质瘤
1821,小儿洛-穆-比综合征
1822,小儿埃诺克-多恩莱因炎
1823,视频显示终端综合征
1824,小儿尖头并指趾畸形综合征
1825,阴部生殖股神经干痛
1826,羊水过多症
1827,支原体泌尿道感染
1828,夏令皮炎
1829,小儿变态反应性紫癜
1830,多发性骨骺成骨不全
1831,中耳胆脂瘤
1832,牙微裂
1833,毛发糠疹
1834,小儿Evans综合征
1835,肛管直肠恶性黑素瘤
1836,喉部闭合性损伤
1837,小儿药疹
1838,中央视网膜动脉阻塞
1839,大麦痒
1840,成人型T细胞性白血病
1841,家族性3型高脂蛋白血症
1842,肝血管肌脂瘤
1843,老年不稳定型心绞痛
1844,老年人脓毒性休克
1845,退行性关节炎
1846,嗜酸细胞性肺炎
1847,缢死
1848,原发性肌张力障碍
1849,类前列腺炎综合症
1850,小儿脓窝疮
1851,面风痛
1852,小儿肾衰
1853,下肢动脉硬化高血压
1854,左心室恶性神经膜瘤
1855,老年人铁缺乏性贫血
1856,热带嗜酸细胞增多肺炎
1857,小儿Weill-Marchesani综合征
1858,乳衄
1859,致病性大肠杆菌性肠炎
1860,小儿Bernard-Soulier综合征
1861,外阴粒细胞性成肌细胞瘤
1862,肺风粉刺
1863,成瘘性肛周脓肿
1864,心源性晕厥
1865,小儿伴肺出血的肾小球肾炎
1866,楔状胸
1867,急性感染后肾小球肾炎
1868,大便秘结
1869,老年Shy-Drager综合征
1870,钾缺乏
1871,房室间隔缺损
1872,入睡和保持睡眠障碍
1873,急性前髓细胞性白血病
1874,先天性玻璃体血管纱膜症
1875,精索扭转
1876,点状骨骺
1877,假性黑色棘皮症
1878,老年帕金森病
1879,肾脏炎
1880,小儿脆骨病
1881,慢性子宫颈炎
1882,多梗死性痴呆
1883,获得性大疱性表皮松解症
1884,硬脑膜外层炎
1885,先天性食管重复畸形
1886,产后非炎症心肌病
1887,脱粒工肺
1888,艾迪生病性心脏病
1889,流火病
1890,自发心室纤维性颤动
1891,小儿Duhring-Brocq病
1892,小儿遗传性果糖代谢紊乱
1893,食管黏液纤维瘤
1894,特发性高血压
1895,炎性肠病
1896,部分性脂肪代谢障碍
1897,肝阳偏旺
1898,创伤窒息综合症
1899,遗传性高铁成红细胞性贫血
1900,肺霉菌病
1901,肠道易激综合征
1902,蜘蛛鼓
1903,奈泽洛夫综合征
1904,幼年性神经节苷
1905,婴儿肝炎综合征
1906,柯兴氏综合征
1907,血色素沉着性心肌病
1908,皮肤弓浆虫病
1909,棘阿米巴角膜炎
1910,腹壁溶血性链球菌坏疽
1911,棉花疮
1912,总心室
1913,系光变应性反应
1914,胎儿酒精中毒综合征
1915,老年人心衰竭
1916,变应性或超敏感性亚败血症
1917,小儿精神性强迫性自伤
1918,Graves病
1919,白色萎缩
1920,肺囊性纤维病
1921,内火
1922,产前心脏病
1923,鸽胸
1924,藏毛窦和藏毛囊肿
1925,前列腺肥大
1926,新生儿低血糖-巨舌-内脏肥大-脐膨出综合征
1927,脑内海绵状血管瘤
1928,尿道综合症
1929,外阴尤文肉瘤
1930,小儿变应性鼻炎
1931,乳腺结构不良症
1932,胫骨前粘液水肿
1933,血内钙过多症
1934,胸膜渗出
1935,寻常秃发
1936,纯红细胞再生障碍
1937,勒-雪病
1938,小儿郝-伯二氏病
1939,周期性嗜睡-病理性饥饿症候群
1940,红眼病
1941,伤暑
1942,脑内非典型畸胎瘤
1943,小儿普通变异性免疫缺陷病
1944,暑瘟
1945,点状骨
1946,鼻咽部正中瘘
1947,大脑大静脉瘘
1948,痣黑素细胞痣
1949,运动诱发性喘息
1950,睫不能移动综合征
1951,囊样肠积气
1952,结肠血管扩张
1953,金属沉着症
1954,脑三叉神经血管瘤病
1955,外阴节段性回肠炎
1956,老年多器官功能衰竭
1957,阵发性寒冷性血红蛋白尿
1958,黑舌病
1959,Bernhardt病
1960,常现丝虫
1961,羊膜带综合症
1962,毛囊性粟粒性狼疮
1963,心脏瓣膜乳头状瘤
1964,锥形虫症
1965,小儿浆液性脑膜炎
1966,外阴内胚窦瘤
1967,摇篮死亡
1968,小儿肌强直性周期性瘫痪
1969,后极部色素膜出血综合征
1970,无神经节细胞症
1971,纵隔淋巴肉芽肿
1972,小儿胆总管扩张症
1973,老年肾病综合征
1974,小儿Sweeley-Klionsky综合征
1975,心房心肌梗塞
1976,镍及其化合物引起的刺激性皮炎
1977,肾脏良性多房性囊瘤
1978,成人皮硬化病
1979,雷诺现象
1980,系统性红斑狼疮伴发的色素膜炎
1981,小儿神经心肌病性黑痣病
1982,坏死性乳头炎
1983,遗传性因子Ⅸ缺乏症
1984,先天性膀胱颈部梗阻
1985,岩尖炎
1986,北亚立克次体斑疹热
1987,肝纤维变性
1988,急性外感热病
1989,小儿维生素B6依赖症
1990,晶状体过敏性青光眼
1991,胃腺乳咀病
1992,新生儿颅内出血症
1993,老年性增生
1994,乳腺外佩吉特病
1995,颅内肿瘤伴发的精神错乱
1996,特发纤维性纵隔感染
1997,闭锁肺综合症
1998,小儿库斯毛耳氏病
1999,赖姆疏螺旋体病
2000,岩锥炎
2001,足穿通病
2002,乳糜性水胸
2003,粘液表皮样肿瘤
2004,小儿夜尿症
2005,乳房瘤
2006,纳尔逊综合症
2007,视网膜下新生血管
2008,玻璃体出血
2009,恶性结节性汗腺瘤
2010,自主神经系肿瘤
2011,营养性弱视
2012,单纯性淋巴瘤
2013,黑素棘皮瘤
2014,脑脊膜瘤病
2015,雪泼综合征
2016,牛皮癣
2017,脊柱损伤
2018,继发性血小板减少症
2019,单纯疱疹病毒脑炎
2020,运动失调
2021,口唇黏液腺炎
2022,尺骨骨干骨折兼桡骨头脱位
2023,淋
2024,小儿Bloch-Sulzberger综合征
2025,儿童病毒感染性口炎
2026,假性黑棘皮症
2027,嗜酸细胞增多性蜂窝织炎
2028,先天性肌发育不全
2029,原发性弥漫性萎缩
2030,囊型包虫病
2031,强直性周围性瘫痪
2032,成人肥厚性幽门狭窄
2033,袋状结肠综合征
2034,老年性血管瘤
2035,病理性近视的脉络膜萎缩
2036,胫前粘液水肿
2037,镰孢霉病
2038,冷脓肿
2039,创伤性乳糜胸
2040,小儿Fisher-Evans综合征
2041,小儿Seabright-Bantam综合征
2042,喉蛾
2043,组织细胞增生症
2044,颅底内翻或颅底压迹
2045,异常人格
2046,卡他球菌肺炎
2047,小儿阑尾切除术后第五日综合征
2048,连续性肌纤维活动
2049,儿童休克
2050,牙源性肿瘤
2051,Grover病
2052,大脑性痉挛性麻痹
2053,反应性穿通性胶原病
2054,慢性龈缘炎
2055,小儿层状鱼鳞癣综合征
2056,蛔厥
2057,肺泡毛细管阻塞综合征
2058,乳癣
2059,腹壁坏死性丹毒
2060,组织细胞坏死性淋巴结炎
2061,腹壁纤维瘤病
2062,持续性运动障碍
2063,脑性瘫痪综合征
2064,高振幅蠕动食管
2065,肝脏淀粉样变性
2066,柱裂
2067,心境恶劣障碍
2068,肠系膜或腹膜下出血综合征
2069,烂喉痧
2070,脊髓小脑共济失调
2071,多形性渗出性红斑
2072,小儿脑性低钠血症
2073,脑-面血管瘤病
2074,肋间神经炎
2075,汗缺乏
2076,人巴通体病
2077,严重急性呼吸综合征
2078,耻骨直肠肌痉挛性肥大
2079,非霍奇金恶性淋巴肿瘤
2080,皮质下动脉硬化性脑病
2081,马嚼子疮
2082,老年人垂体肿瘤
2083,埃博拉病毒性疾病
2084,黏膜皮肤利什曼病
2085,痔疾
2086,肾石症
2087,肘内翻畸形
2088,纵隔单纯性囊肿与心包憩室
2089,出血性卒中
2090,胰腺炎
2091,维生素B12缺乏症
2092,青春痘
2093,非透壁性心肌梗死
2094,汉诺特肝硬化
2095,嗜酸性蜂窝织炎
2096,网状青斑症
2097,Derincentis综合征
2098,维生素D缺乏性佝偻病
2099,小儿变形性肌张力不全
2100,小儿家族性痉挛性截瘫
2101,鸟疫
2102,肺棘球蚴病
2103,香港脚
2104,西瓜胃
2105,手掌脱皮症
2106,肛乳头肥大症
2107,老年酒精性肝病
2108,恶性网状细胞病
2109,箍指病
2110,眼部多发性神经纤维瘤病
2111,皮质类固醇性多发性肌病
2112,食滞胃脘
2113,后牙反合
2114,日本脑炎
2115,梦生
2116,获得性自身免疫性重症肌无力
2117,瘢痕疙瘩
2118,体质性肝功能不良
2119,肌无力样综合征
2120,上巩膜静脉压升高引起的青光眼
2121,外伤性关节炎
2122,小儿chenthaurer综合征
2123,维-奥二氏综合征
2124,小儿Froelich综合征
2125,巨大毛痣
2126,肠痨
2127,道尔顿症
2128,兔眼性角膜炎
2129,系膜毛细血管增生性肾炎
2130,腹壁血栓静脉炎
2131,巴西副球孢子菌病
2132,家族性嗜铬细胞瘤病
2133,双分支传导阻滞
2134,小儿鞍内蛛网膜囊肿
2135,Oddi括约肌功能不全
2136,小儿克兰费尔特综合征
2137,亚急性结节性移行性脂膜炎
2138,重症联合免疫缺陷病
2139,长Q-T间期综合症
2140,更年期功能失调性子宫出血
2141,胎儿心内膜炎
2142,多发性肌炎和皮肌炎
2143,尿毒症肺水肿
2144,肺铁末沉着病
2145,胎便吸入综合征
2146,蛙粪霉菌病
2147,外阴多发性特发性出血性肉瘤
2148,良性特发性室性心动过速
2149,避孕后闭经综合症
2150,乳腺真皮淋巴癌病
2151,贴骨疽
2152,室管膜细胞瘤
2153,小儿肺膨胀不全
2154,先天性脑动脉瘤
2155,克汀病
2156,许兰-亨诺氏血管炎
2157,胰性脑病
2158,隐形乳腺癌
2159,广泛玻璃体牵拉
2160,肠系膜疝
2161,肺泡小结石病
2162,梅核丹
2163,腹泻
2164,血管性认识障碍
2165,小儿迁延性肾炎
2166,小儿猪带绦虫病和囊尾蚴病
2167,小儿口腔念珠菌病
2168,前庭大腺炎
2169,吉普车病
2170,家族性LQTS
2171,疟疾性肾病
2172,老年前列腺癌
2173,硬化汗腺导管癌
2174,先天性肺叶气肿
2175,尿路结石
2176,慢性边缘剥脱性舌炎
2177,Seigal-Cattan-Mamon综合征
2178,泪腺混合瘤
2179,小儿慢粒
2180,神经系统发育异常性疾病
2181,头皮撕脱伤
2182,老年免疫性血小板减少性紫癜
2183,毛滴虫病
2184,左心室恶性Schwann瘤
2185,持续胎儿循环
2186,中毒性内障
2187,厚皮性骨膜病
2188,异位肾
2189,岩藻糖苷病
2190,小儿甲基丙二酸尿
2191,结核风湿症
2192,肠病原的大肠埃希氏菌感染
2193,高动力循环
2194,雅痞症
2195,单侧面萎缩
2196,小儿种痘后脑脊髓炎
2197,黑头粉刺痣
2198,小儿先天性黑矇
2199,吸气性气道阻塞综合征
2200,军刀综合症
2201,小儿发作性舞蹈指划样动作
2202,胃穿孔
2203,皮肤囊尾蚴病
2204,子宫脱出
2205,脑内畸胎瘤
2206,柯萨可夫综合征
2207,盖氏骨折
2208,老年血管性痴呆
2209,色素性肝硬化
2210,出血性大肠杆菌肠炎
2211,鲍温病
2212,非热带性脂肪泻
2213,老年前列腺增生症
2214,湿疮
2215,小儿天冠牙
2216,传染性心内膜炎肾损害
2217,单腹胀
2218,色素性毛痣
2219,小儿假性Turner综合征
2220,猪肉绦虫病
2221,小儿肝脏脂质沉着症
2222,儿童疝
2223,小儿Horner综合征
2224,良性颅内高血压
2225,肢端肥大症心肌症
2226,慢性多潜能性免疫增生综合征
2227,丘疹性棘层松解
2228,外阴脂母细胞瘤
2229,婴儿脑性瘫痪
2230,小儿过度伸展-血管脆性增强综合征
2231,念珠菌性龟头包皮炎
2232,小儿卡纳万综合征
2233,小儿Bourneville病
2234,原发性骨脆症
2235,行痹
2236,腮腺恶肿瘤
2237,小儿赫尔勒综合征
2238,隐斜视
2239,老年睡眠呼吸暂停综合征
2240,新生儿乙型病毒性肝炎
2241,糖尿病性白内障
2242,骨外骨瘤
2243,小儿Ⅳ型肺结核
2244,布鲁菌病
2245,不稳定心绞痛
2246,高胆红素血症
2247,主动脉壁局部异常扩张
2248,病窦综合征
2249,小儿MP肺炎
2250,沙样瘤
2251,星细胞瘤
2252,纵隔何杰金病
2253,精子稀薄症
2254,感觉异常股痛症
2255,腐蚀性食管灼伤
2256,非酒精性脂肪性肝病
2257,家族性高脂蛋白血症Ⅱ型
2258,喉气性疝
2259,小儿身材矮小-不对称-性早熟综合征
2260,绣球风
2261,老年炎症性肠病
2262,Fluckiger综合征
2263,蜱传脑炎
2264,恶组
2265,基萨奴尔森林病
2266,广泛性视网膜前收缩
2267,粘多糖贮积病Ⅱ型
2268,出汗不良性湿疹
2269,坏死性血管闭塞性视网膜炎
2270,蚰蜒入耳
2271,中毒性苔藓样黑素皮炎
2272,创伤性骨化
2273,颅骨破骨细胞瘤
2274,小儿眼-口-外生殖器综合征
2275,法布里氏病
2276,脑血管错构瘤
2277,蚊虫叮咬
2278,持续性胎循环
2279,小儿Glanzmann-Naegli综合征
2280,慢性充血性心力衰竭
2281,小儿金黄色酿脓葡萄球菌肺炎
2282,胡须顽湿
2283,斯坦顿病
2284,软组织假恶性骨肿瘤
2285,皮肤粘液瘤
2286,Watson-Alagille综合征
2287,肠滴虫病
2288,局限性脱发
2289,流行性脑脊膜炎
2290,鬼剃头
2291,乙型肝炎
2292,新生儿生理性黄疸
2293,宾斯旺格氏病
2294,无菌性尿频-排尿不适综合征
2295,遗传性或原发性抗垂体后叶素性尿崩症
2296,食道黏膜损伤
2297,小儿Muckle-Wells综合征
2298,耶氏菌感染
2299,杜克雷嗜血杆菌感染
2300,卵巢囊性畸胎瘤
2301,心包膜切除后综合征
2302,高海拔肺水肿
2303,儿童非典型发育
2304,老年人肺原性脑病
2305,小儿垂体性巨大发育
2306,水痘带状疱疹病毒性葡萄膜炎
2307,包皮阴茎头炎
2308,莱姆疏螺旋体病
2309,小儿肌强直性周期性麻痹
2310,肠道阿米巴病
2311,青春晚期糖尿病
2312,热疮
2313,圆锥形角膜
2314,Rothmann-Makai综合征
2315,膨胀纹
2316,儿童幽门螺杆菌感染
2317,老年人骨髓增生异常综合症
2318,腘动静脉陷迫综合征
2319,共同性内斜视
2320,小儿不对称性室间隔肥厚
2321,神经节苷脂沉积症
2322,坐骨孔疝
2323,涎腺巨细胞性包涵体病
2324,白点型十二指肠炎
2325,新生儿低凝血酶原血症
2326,过度外展综合征
2327,小儿低盐综合征
2328,晕车
2329,波状热流产热
2330,葡萄球菌病
2331,鼻窦扁平细胞癌
2332,小儿发育性阅读障碍
2333,假性束支传导阻滞综合征
2334,肾血管肌脂肪瘤
2335,酒渣性痤疮
2336,腘动脉瘤性增生
2337,喉痹病
2338,双侧束支主干阻滞
2339,臁疮
2340,更年期功能障碍性子宫出血
2341,卡搭响肋
2342,间歇依赖性多形性室性心动过速
2343,缺汗症
2344,特-基二氏综合征
2345,单纯性疱疹
2346,小儿伴肾结石及尿蓝母尿症的高钙血症
2347,软骨病
2348,黏膜相关样组织淋巴腺瘤
2349,小儿血管网状内皮瘤
2350,薄腹突出综合征
2351,内耳炎
2352,变态反应性肉芽肿病
2353,毛囊虫病
2354,单肢型烛泪样骨质增生症
2355,女性假Turner综合征
2356,小儿Boder-Sedgwick综合征
2357,恶性淋巴瘤
2358,小儿关节炎性螺旋体病
2359,儿童艾滋病
2360,睾丸女性化综合征
2361,脑胶质癌
2362,第四性病
2363,巨细胞必性动脉炎
2364,小儿金葡菌肺炎
2365,声喝
2366,LCH
2367,萎缩性变性性色素性皮炎
2368,贪食症
2369,小儿真皮变性黑变病
2370,或感染性心内膜炎
2371,胶耳
2372,获得性指(趾)纤维角化瘤
2373,外伤性脑水肿
2374,干型脚气病
2375,A-V现象
2376,老年性白内障
2377,中消
2378,急性肾功能衰竭
2379,小儿水银中毒
2380,二室三腔心
2381,小儿恶性大疱性多形红斑
2382,褐黄症
2383,嗜麦芽假单胞菌肺炎
2384,鹦鹉热
2385,血小板第Ⅲ因子缺陷症
2386,肋膜炎
2387,戊型肝炎
2388,肺陷落
2389,弗朗西斯氏菌肺炎
2390,小儿血友病类综合征
2391,吡咯卟啉病
2392,皮肤白斑
2393,地中海弛张热
2394,多乳房畸形
2395,去甲肾上腺素中毒
2396,髋发育不全
2397,强直性脊柱炎及其伴发的色素层炎
2398,见人恐怖症
2399,马尔尼菲青霉菌病
2400,肝外胆管硬化症
2401,外阴粒性肌母细胞瘤
2402,脐尿囊
2403,黄癣
2404,异型麻疹综合征
2405,球棒足
2406,背索上皮瘤
2407,小儿发作性睡眠性血经蛋白尿
2408,非典型麻疹综合症
2409,Ⅰ型糖原性肝肾大
2410,Meige综合征
2411,腹膜假性粘液瘤
2412,睾丸突出
2413,粘多糖病Ⅰ型
2414,胆胀
2415,核黄素缺乏症
2416,肋间胸膜腹膜疝
2417,颅内结核性肉芽肿
2418,非典型畸胎瘤
2419,出血败血性巴斯德氏菌感染
2420,小管间质肾病-葡萄膜炎综合征
2421,小儿18-三体综合征
2422,食管下段粘膜柱状上皮化
2423,皮肤住血原虫病
2424,雪口病
2425,老年痴呆
2426,会阴完全裂伤
2427,小儿短暂性抽动障碍
2428,赫珀特氏病
2429,晚发性婴儿黑矇性家族性痴呆
2430,米里齐综合征
2431,脚痛综合征
2432,左心室恶性神经鞘瘤
2433,Garre骨髓炎
2434,胃黏膜脱垂症
2435,小儿伯克氏肉样瘤
2436,反孟氏骨折
2437,家族性震颤
2438,氧亲和力增高血红蛋白
2439,克隆病
2440,小儿结节性动脉周围炎
2441,重听
2442,先天性风疹综合症
2443,老年人室性过早搏动
2444,恶性萎缩性丘疹症
2445,淋病眼
2446,菌痢
2447,棘状苔藓及脱发性毛囊炎
2448,甲亢性骨矿疾病
2449,共转性斜视
2450,心脏乳头状弹力纤维瘤
2451,胸水
2452,脑积水脑膜脑膨出
2453,冻结肩
2454,高渗性非酮症高血糖昏迷
2455,红皮病型银屑病
2456,外阴神经性皮肤炎
2457,异位前列腺
2458,进行性播散性萎缩性皮炎
2459,急性神经根炎
2460,急性快速进展性肾小球肾炎
2461,良性表皮黑色素细胞肿瘤
2462,男性乳癌
2463,红细胞增多视网膜病变
2464,小儿开放性动脉导管
2465,淋菌性肛门直肠炎
2466,煤炭工肺
2467,惠氏杆菌肺炎
2468,先天性鼻泪管阻塞
2469,老年梗阻性肾病
2470,耳生疮
2471,手痛性麻痹
2472,白恶骨
2473,称多发性神经炎
2474,肛门直肠恶性黑素瘤
2475,小儿糖原累积病Ⅰ型
2476,肠出血性大肠杆菌腹泻
2477,蚂蜞咬伤
2478,汗疹症
2479,组织嗜碱细胞白血病
2480,化脓性肝脓肿
2481,肺泡蛋白沉积
2482,新生儿呼吸暂停症
2483,水花
2484,地丝菌病
2485,室上速
2486,疝
2487,对口疮
2488,驴眼疮
2489,小儿Rosen-Castleman-Liebow综合征
2490,肺诺卡氏菌病
2491,血内钾过多症
2492,松托状变形
2493,新生儿包涵体性脓漏眼
2494,克耳米埃尔氏综合征
2495,小儿智力低下
2496,鲱鱼虫病
2497,微血管性心绞痛
2498,肾厥
2499,出汗不良
2500,淀粉样
2501,眼睑松解症
2502,静止性脑梗死
2503,甲亢性心肌病
2504,麦地那丝虫病
2505,结石性胆囊炎
2506,获得性血脂蛋白过多症
2507,小儿Bielschowsky综合征
2508,布朗氏综合征
2509,药源性肺病
2510,结节性多发性动脉炎性巩膜炎
2511,尺侧屈腕肌损伤
2512,心功能不全
2513,直肠脱出
2514,不典型(寂静)亚急性甲状腺炎
2515,分水岭样梗塞删掉
2516,小儿红细胞增多症
2517,小儿Meulengracht综合征
2518,多发性脂囊瘤
2519,肌张力障碍综合征
2520,老年人低血钙症
2521,小儿高IgE综合征
2522,儿童期神经症
2523,肉芽肿性酒渣鼻
2524,水渍疮
2525,着色芽生菌病
2526,自发性流产
2527,高钾型RTA
2528,莲房蛾
2529,自发性大量腹腔内出血
2530,良性成骨细胞瘤
2531,马疥
2532,马皮疽
2533,阴道转移瘤
2534,皮样肿瘤
2535,微血管性溶血性贫血
2536,泄泻
2537,肾静脉血栓形成
2538,先天性肝内胆管发育不良征
2539,播散性黄瘤伴尿崩
2540,小儿急非淋
2541,神劳
2542,小儿肾综
2543,诺卡氏放线菌病
2544,病毒性风疹
2545,胰瘅
2546,多发性软骨病
2547,脑内胚组织瘤
2548,小儿营养性低色素性贫血
2549,老年腔隙性脑梗塞
2550,囊样积气征
2551,继发性白内障
2552,特发性心室纤维性颤动
2553,红河热
2554,摇手柄骨折
2555,瘙痒性紫癜
2556,跖骨骨折
2557,急性流行性腮腺炎性睾丸炎
2558,疳积上目
2559,砂淋
2560,腹腔间隔室综合征
2561,老年人短暂性脑缺血发作
2562,眼结节病
2563,原发性慢性骨髓纤维化
2564,Leiners病
2565,精囊恶性新生物
2566,小儿丙种球蛋白缺乏症
2567,美尼尔病
2568,视网膜前膜
2569,先天性x连锁无丙种球蛋白血症
2570,发育性高胆红素血症
2571,软骨外胚层发育不良
2572,瘟病
2573,小儿Weber综合征
2574,外阴尤因氏肉瘤
2575,小儿习惯性痉挛综合征
2576,梭形与上皮样细胞痣
2577,小儿面红综合征
2578,医源性萎缩性鼻炎
2579,屈光不正
2580,虱传斑疹伤寒
2581,Ⅱ型多发性内分泌腺瘤病
2582,食管化学灼伤
2583,老年人肝硬变
2584,皮脂腺瘤
2585,非洲昏睡病
2586,人乳头状瘤病毒
2587,膀胱疝
2588,毛鞘囊肿
2589,青少年黄肉芽肿
2590,头皮糠疹
2591,小儿早发性扭转性肌张力不全
2592,脑底异常血管网
2593,成胶质细胞瘤
2594,黑癣
2595,类脂性肾病
2596,婴儿骨皮质增生症
2597,打摆子
2598,小儿Forbes病
2599,莱姆心炎
2600,遗传性出血性毛细血管扩张症
2601,动用障碍
2602,小儿支链淀粉病
2603,视网膜剥离
2604,硬化性脂膜炎
2605,鼻窦鳞状上皮细胞癌的眼部病变
2606,切-东二氏综合征
2607,卵巢功能缺如综合症
2608,慢性非特异性溃疡性结肠炎
2609,曲瞅骱出
2610,颅骨愈合症
2611,髂静脉压迫综合症
2612,小儿肾功能不全
2613,脚盘出臼
2614,眼眶淋巴管痣瘤
2615,颅骨骨纤维结构不良
2616,米勒氏链球菌肺炎
2617,少枝神经胶质细胞瘤及间变少枝神经胶质细胞瘤
2618,鼻窦支气管综合征
2619,小儿短指-晶状体半脱位综合征
2620,垂帘翳
2621,增生性咽炎
2622,锡末沉着症
2623,肠毒性大肠埃希氏菌感染
2624,全面性发作癫痫
2625,播散性瘙痒性血管性皮炎
2626,疮毒走黄
2627,小睾丸症
2628,注意缺陷与多动障碍
2629,丘疹紫癜性手套和短袜样综合症
2630,肘外翻畸形
2631,烂眼边
2632,原发性青年青光眼
2633,继发性内障
2634,多发性遗传畸形性软骨发育异常
2635,非ST段抬高心肌梗塞
2636,耳后疽
2637,第三
2638,皮下脂肪萎缩
2639,慢性粘连性心包炎
2640,蜈蚣螫伤
2641,小儿肌张力不会性扭转症
2642,马杜拉足
2643,破裂性腹主动脉瘤
2644,马勒布氏钙化上皮瘤
2645,外伤性血胸
2646,单纯性血管瘤
2647,人工性荨麻疹
2648,格雷夫斯眼病
2649,过敏性肉芽肿症
2650,湖岸病
2651,肝脏淀粉样变性病
2652,鼻窦炎
2653,格斯特曼综合症
2654,动脉性蜘蛛痣
2655,小儿巨大膀胱并发巨大输尿管征
2656,外阴Merkel细胞癌
2657,小儿Klinefetter综合征
2658,继发性化脓性腹膜炎
2659,粉笔骨
2660,蕈样肉芽肿病和Sezary综合征
2661,口气
2662,咽后脓性感染
2663,丙种球蛋白异常血症
2664,绿脓杆菌感染
2665,小肠茧状包裹症
2666,乳房囊内乳头状瘤
2667,内分泌功能失调性水肿
2668,成人型女性乳房肥大症
2669,血管网状内皮瘤
2670,小儿肾上腺髓质瘤
2671,胆囊良性肿瘤
2672,暑温
2673,乳腺炎样癌
2674,弥漫性胸膜间皮瘤
2675,副蛋白血症周围神经病
2676,高血压性脑病
2677,急非淋
2678,乳汁淤积症
2679,厌食症
2680,特发性斑状黑素过少症
2681,小儿睾丸下降不全
2682,肩关节组织炎
2683,小儿嘌呤核苷酸磷酸化酶缺陷
2684,小儿蓝贾第鞭毛虫病
2685,结肠过敏
2686,烧伤应激性溃疡综合征
2687,急性浅表性胃炎
2688,斗鸡眼
2689,脂肪营养障碍
2690,小儿卡纳万氏综合征
2691,软瘫
2692,小儿甲状旁腺功能减退
2693,脑内动脉瘤
2694,小儿散发性甲肿
2695,类风湿病
2696,小儿硬脑膜肉瘤
2697,睫状体黑素瘤
2698,肾内梗阻
2699,骨纤维异样增殖症
2700,傍矢状面脑膜瘤
2701,小儿13号染色体三体型综合征
2702,复发性中心性视网膜炎
2703,先天性家族性非溶血性黄疸
2704,硫血红蛋白血症
2705,髓内瘤
2706,马堡病毒病
2707,老年人药肝
2708,龟头黏膜炎
2709,毛囊皮脂腺囊性迷生瘤
2710,假牛痘综合征
2711,毛细胞性白血病
2712,冷性脂膜炎
2713,胎敛疮
2714,老年人肠炎
2715,食管下段柱状上皮化生
2716,抗胰蛋白酶不足
2717,小儿维生素B6依赖性惊厥
2718,伤寒症
2719,非嗜铬性副交感神经节瘤
2720,蛋白质营养不良综合征
2721,皮下组织浅深静脉的进行性坏疽
2722,细胞内分枝杆菌感染
2723,外耳氏病
2724,视乳头水肿
2725,乳汁郁积症
2726,震颤
2727,晕船
2728,颅骨狭窄症
2729,特发性食管黏膜剥脱症
2730,碱性返流性胃炎
2731,躯体性神经病
2732,诺卡放线菌病
2733,布斯克姜片吸虫病
2734,焦磷酸关节病
2735,肝癖
2736,小儿血钾过多性周期性麻痹
2737,炎症性肠道疾病及其伴发的色素膜炎
2738,颈侧瘘管
2739,小儿选择性IgA缺乏症
2740,先天性输尿管瓣膜症
2741,老年急腹症
2742,小儿血内磷酸酯酶过多
2743,性腺发育障碍症
2744,肉芽肿性甲状腺炎
