symID,symptom
1262,完全性遗忘症
1263,肩背部肌肉痛
1264,赤白带下
1265,不能转颈
1266,尿闭
1267,颌骨膨隆
1268,碱性磷酸酶增高
1269,强迫行为
1270,腕部肿胀压痛
1271,免疫损害
1272,肩部或肩胛区持续钝痛和深部钻刺样不适感
1273,表皮发生钙化
1274,鼻唇沟加深
1275,鼻唇沟发红皲裂
1276,头皮撕脱伤
1277,增生性骨膜炎
1278,左心室腔容量增大
1279,皮肤张力增加
1280,宫颈糜烂
1281,颌下淋巴结肿大压痛
1282,双下肢可凹陷性水肿
1283,四肢电击感
1284,菌血症
1285,心悸怔忡
1286,黏液便
1287,上腔静脉回流受阻
1288,头或颈部发胀及跳动感
1289,考试焦虑
1290,水肿伴蛋白尿
1291,微炎症状态
1292,皮下血肿
1293,维生素C缺乏
1294,抗-HCVAg阳性
1295,胎心率异常
1296,咽部溃疡
1297,组织细胞增生
1298,小书写症
1299,乙肝e抗原（HBeAg）阳性
1300,厌食
1301,中心暗点以及屈
1302,钟摆征
1303,足跟后凸
1304,结肠膨胀
1305,失水
1306,末梢神经炎
1307,水肿
1308,瞳孔变白
1309,浅静脉有一发红低热的索状物
1310,脸部大小不一
1311,心瓣膜病变
1312,结缔组织性外痔
1313,唇皱褶增多畸形
1314,残株型骨折
1315,绿牙或棕褐色牙
1316,胆汁潴留
1317,触诊无肺动脉关闭感
1318,耳、鼻、软骨变成蓝色
1319,抑郁
1320,足外翻
1321,侧肋骨痛
1322,痔块脱垂
1323,全身代谢低下
1324,脾胃不和
1325,重力休克
1326,玻璃体经瞳孔向
1327,胃糜烂
1328,眼痛
1329,打哈欠
1330,肌腱囊肿
1331,咳出黄色痰液
1332,皮肤软组织感染
1333,心口灼热痛
1334,肌纤维颤搐
1335,女性第二性征消失
1336,性腺发育不良
1337,肝叶萎缩
1338,模糊不定，情绪性面痛
1339,食积口臭
1340,指间关节不能屈曲
1341,脊髓压迫
1342,阴道入口粘膜撕裂
1343,腰背刺痛
1344,水气胸
1345,肘部外翻角增大
1346,手指甲周围起皮
1347,尿道变粗变硬
1348,结膜变浅或变苍白
1349,断毛癖
1350,膝盖撞伤
1351,唇水疱
1352,睑裂狭小
1353,鼻内发痒
1354,昏睡病
1355,孕妇肚子痒
1356,累及整个腹腔的腹膜炎
1357,头皮痒
1358,皮肤转移
1359,肾脏缩小
1360,脊柱退变
1361,岔气
1362,病灶
1363,鼻咽腔狭窄
1364,叶间裂常呈弧形下坠
1365,产后月经不再来潮
1366,阴囊潮湿有异味
1367,病理性Q波
1368,胸闷气短
1369,马凡氏综合征
1370,逐渐加重的右侧
1371,脉沉缓或沉细
1372,脑器质性精神障碍
1373,容易激动
1374,难入睡或易惊醒
1375,摇头转颈
1376,强迫性重复
1377,两下肺纹理增粗
1378,人工流产术后出血
1379,闭目难立征
1380,宫颈举痛
1381,腹部肿块
1382,皮下脂肪消失
1383,舌肌萎缩
1384,星迹步态
1385,匙状指（趾）
1386,苯丙氨酸代谢障碍
1387,右上腹痛
1388,指、趾甲显现苍
1389,假结核结节
1390,血管痣
1391,频吐白沫
1392,舒张期奔马律
1393,胃肠道功能不好
1394,关节积液
1395,下巴关节疼
1396,阴道出血
1397,第3腰椎横突的深部有明显压痛
1398,发作时精神障碍
1399,膝关节肿大
1400,眼睑部有明显的
1401,囟门跳动
1402,趾蹼间隙麻木
1403,血液粘度增高
1404,发作性不自主运动
1405,睾丸萎缩
1406,鳞屑
1407,腰大肌脓肿
1408,斜眼抑制
1409,阴囊肿胀
1410,肾上腺转移
1411,粪内或直肠乙状
1412,氮负平衡
1413,干胁痛
1414,门诊高血压
1415,胃热疼痛
1416,膝后肿胀疼痛，活动受限
1417,股骨近侧端变宽
1418,极重度精神发育迟滞
1419,外阴溃疡
1420,肩胛带和上肢疼痛
1421,尿频伴尿急和尿痛
1422,高耸而对称的T波
1423,强迫性人格
1424,发热伴淋巴结肿
1425,阑尾周围脓肿
1426,细网状到斑片状的色素沉着
1427,板状腹
1428,口腔痛
1429,口唇周围麻木感刺痛
1430,假菊形团结构
1431,溃疡龛影
1432,气机失调
1433,皮肤硬化
1434,瞳孔部分阻滞
1435,口涩
1436,口唇疱疹
1437,阴茎异常勃起
1438,重听
1439,指甲呈半圆形
1440,阴道排液呈黑水样
1441,不规则热
1442,颈肩痛
1443,足背动脉搏动消失
1444,高渗性昏迷
1445,气滞血瘀
1446,鼻前庭皮肤红肿疼痛
1447,皮疹呈瘀点
1448,子宫颈扩张
1449,关节液中白细胞内有尿酸结晶
1450,性受虐癖
1451,脑干病变
1452,泛发性红色斑块
1453,双足红肿热痛
1454,下腹胀痛
1455,单项ALT升高
1456,偏身萎缩
1457,高凝状态
1458,钙沉积
1459,上唇疖肿
1460,病理性神经损伤
1461,痴呆面容
1462,鼻中隔穿孔
1463,软产道异常
1464,盲袋阴道
1465,头颅增大
1466,绿色尿
1467,膝及小腿部有广泛的瘀血斑
1468,舌体深裂
1469,骨无菌性坏死
1470,耳朵位置低
1471,心肌顿抑
1472,汞毒性震颤
1473,鼻流浊液
1474,呼吸暂停
1475,阑尾感染
1476,心室扑动
1477,性心理不成熟
1478,胆囊的超敏反应
1479,鼠尾征
1480,会阴部牵引痛
1481,肢端易发生不易
1482,色素脱失
1483,小三阳
1484,颌骨囊肿
1485,进食过硬的食物
1486,脊肋角膨隆
1487,特殊面痣
1488,暂无相关资料
1489,腰椎膨出
1490,铁锈色痰
1491,内收型骨折
1492,牙齿缝隙大
1493,诉讼狂
1494,排尿异物感
1495,颈性眩晕
1496,额部疼痛
1497,运动性闭经
1498,输尿管疼痛
1499,疝区的疼痛或坠胀感
1500,呼吸音低
1501,手足脱皮
1502,角膜水肿
1503,讷吃
1504,耳垂缺损
1505,思维缓慢
1506,精神运动性活动变坏
1507,新生儿便秘
1508,外耳道癣
1509,性欲减退
1510,容易发生强迫性症状或疑病观念
1511,轻度烧伤
1512,虹膜新生血管与
1513,包皮溃疡
1514,苔藓样变
1515,幽门狭窄
1516,结膜干燥斑
1517,感染性鼻炎
1518,关节间隙不规则和关节腔狭窄
1519,月经期长痘
1520,凝血障碍
1521,胸廓狭窄而扁
1522,泌尿生殖窦
1523,孕妇贫血
1524,脐周肿胀
1525,头皮下血肿
1526,肌肉出血
1527,儿童头痛
1528,伸舌样痴呆
1529,流清涕
1530,拇指内收畸形
1531,下肢感应痛或放
1532,下腹部包块
1533,器质性心脏病
1534,胎膜早破
1535,眼前冒金花
1536,裂腭
1537,多根肋骨骨折
1538,胃食管反流症状
1539,孕妇口苦
1540,巨口
1541,智能障碍
1542,髓核脱水
1543,疤痕形成
1544,环甲肌失去收缩
1545,身体“福态”
1546,下肢无力
1547,反复肺不张
1548,子宫痉挛性狭窄环
1549,病理性骨折
1550,紧箍咒一样头紧
1551,周期性畏寒发热
1552,晶状体皱缩
1553,持续性发热
1554,心内膜弹力纤维增生
1555,牙龈肿胀
1556,运动时膝前疼痛加剧
1557,非血性腹水
1558,努嘴伸舌
1559,骨气臌
1560,小儿痒疹
1561,热痱
1562,绞痛
1563,宝宝缺乏安全感
1564,脓苔
1565,分离性身份障碍
1566,皮下组织水肿
1567,意识障碍
1568,前臂和腕部的疼痛
1569,鼻尖上翘呈马鞍状
1570,长骨粗大
1571,脐带绕颈
1572,牛奶色或米汤样便
1573,言语自动症
1574,耳孔处长出的肿物
1575,骶髂关节疼痛
1576,耳廓牵拉疼
1577,旅行者水肿
1578,慢性肾功能不全
1579,肛周囊肿
1580,阔韧带内形成血肿
1581,附睾肿大发硬
1582,小头
1583,腹痛伴便血
1584,牙齿发黄
1585,脱髓
1586,蓝色橡皮大疱痣
1587,啰音
1588,髋内翻
1589,中心静脉压偏高
1590,腰臀部广泛性疼
1591,癌性发热
1592,贪食行为
1593,关节强直
1594,皮肤青紫色改变
1595,舌运动受限
1596,尿滤过分数明显下降
1597,青少年脊柱侧凸
1598,乌珠生翳如葱白
1599,染色体畸形
1600,痛性红舌
1601,双胫对称发生梅核大小疼痛性结节
1602,呼气时胸口痛
1603,挛缩性瘢痕
1604,舌根部脓肿
1605,颈项强直
1606,韧带拉伤
1607,产褥感染
1608,男性型肥胖
1609,脉氧合不足
1610,狂笑
1611,血热
1612,双眼向上凝视
1613,运动性失语
1614,吐血衄血
1615,少尿
1616,说话带鼻音
1617,肌病步态
1618,冻结肩
1619,儿童型肌张力障碍
1620,内斜A征
1621,尺动脉或桡动脉搏动减弱和消失
1622,子宫硬如板状
1623,皮质素不足
1624,血管堵塞
1625,药疹
1626,月经前水肿
1627,脊髓梗死
1628,肠闭锁
1629,眼球偏斜
1630,活动受限
1631,头痛并呕吐
1632,右胸痛
1633,角膜灼伤刮伤
1634,颈部僵硬
1635,串珠肋
1636,过度通气
1637,儿童偏头痛
1638,骨刺形成
1639,关节腔内出血
1640,牙齿上白垩色到
1641,下颌后缩
1642,结节性硬化
1643,关节液增加
1644,关节挛缩
1645,轴性遗忘症
1646,肌肉砸伤
1647,肺部出血
1648,腮腺肿胀
1649,肢体过度肥大
1650,下腹部压痛
1651,性交困难
1652,皮质醇增多
1653,毛发干燥易断
1654,外周静脉充勇
1655,肠麻痹软瘫
1656,睑结膜充血露出黄色脓块
1657,臀部可触及上移的股骨头
1658,肌腱端炎
1659,枕大神经痛
1660,拇指三节
1661,咽痛
1662,皮肤搔痒
1663,儿童髋部疼痛
1664,幽门前区溃疡
1665,青红肤色
1666,鼻中隔向一侧或两则弯曲
1667,皮肤萎缩和色素沉着
1668,肺含水量增加
1669,眼部烧伤感
1670,血管搏动或波形的改变
1671,支气管树受压
1672,牙列拥挤
1673,踝部凹陷性水肿
1674,阴道横隔
1675,唇腭裂
1676,溃疡
1677,口及咽部烧灼感
1678,角膜炎
1679,注意力不集中
1680,心音遥远
1681,青少年白发
1682,假性延髓性麻痹
1683,胃石形成
1684,表情恐惧症
1685,向心性肥胖
1686,增殖体肥大
1687,进食样自动症
1688,阑尾缺血充血
1689,水、钠潴留性肥胖症
1690,张口呼吸
1691,腿外侧质软、半球形、界限清的弹性包块
1692,脉压差大
1693,手唇震颤
1694,局部软组织浸润
1695,肉芽肿
1696,隐球菌囊膜多糖堆积
1697,肾衰竭
1698,胸腰椎损伤
1699,“鸭步”步态
1700,小腹刺痛
1701,淋巴结穿刺有草
1702,易饿
1703,足趾屈曲挛缩
1704,肢体增长、增粗过度
1705,阳盛体质
1706,爪状趾
1707,消化不良
1708,前列腺硬结
1709,耳道堵塞
1710,心包破损伤
1711,腹膜炎
1712,心包积液
1713,肝细胞脂肪性变
1714,高钙血症
1715,孕妇胸闷气短
1716,踝关节肿胀
1717,假性近视
1718,红斑结节
1719,手术时伤口不再出血
1720,肌肉痉挛性疼痛
1721,癫痫伴发的神经症
1722,情绪性头痛
1723,消化道激惹
1724,肛门或肛管窄小
1725,胸骨后异物阻塞感及隐痛
1726,肩关节活动受限
1727,易哭
1728,水中毒
1729,排水样血性大便
1730,白发
1731,尿液混浊
1732,手掌硬性水肿
1733,心脏僵硬
1734,前庭性共济失调
1735,听力减退
1736,咽反射消失
1737,脓性分泌物
1738,腓肠肌痉挛性疼痛
1739,盆腔脊膜膨出
1740,虚脱
1741,颈软不能抬头
1742,致死性上呼吸道出血
1743,产后恶露不净有臭味
1744,肾区压痛
1745,利尿
1746,皮肤干燥呈腊黄色
1747,强迫恐怖症
1748,网状色素沉着斑
1749,肾脏受累
1750,面红升火
1751,四肢乏力
1752,皮肤丰满度丧失
1753,口渴
1754,脐周明显红肿变硬
1755,呼吸窘迫综合症
1756,眼球穿孔
1757,毛发异常
1758,维生素B1缺乏
1759,会阴溃疡
1760,腹壁不自主轴动
1761,阴道血性分泌物
1762,小儿前囟凹陷
1763,内脏梗阻
1764,认知功能障碍
1765,声门运动障碍
1766,脾胃湿热
1767,骨赘大量增生
1768,阴阳气血失衡
1769,外眼源性眩晕
1770,轻度中毒
1771,上唇附近，鼻旁沟和眼睑的丘疹或结节
1772,无脉症
1773,膀胱残余尿量增多
1774,产后口渴
1775,骨斑点
1776,肺动脉楔压（PCWP）降低
1777,阴囊红肿
1778,小儿生理性贫血
1779,痉挛性咳嗽
1780,皮肤黏膜出血
1781,肛区为皮肤覆盖
1782,外周围血淋巴细胞浆有空泡
1783,指（趾）骨梗死
1784,内分泌功能亢进
1785,丘脑出血
1786,生理性腹泻
1787,血疱
1788,足心发热
1789,皮肤花斑样
1790,角膜晶状体粘连
1791,腱反射异常
1792,神经疼痛
1793,低蛋白血症
1794,“多音律”心音
1795,病理性纵火
1796,尿黄似浓茶
1797,持续性胸部疼痛
1798,尾骨压痛及异常活动
1799,胆囊积水
1800,不典型胸痛
1801,言语功能的部分丧失
1802,肛门反射减弱或消失
1803,黄体破裂
1804,肋骨及胸骨下吸入性凹陷
1805,外感风热燥火
1806,产后垂体坏死
1807,鼻梁低
1808,毫无情感反应
1809,尿流缓慢
1810,无力
1811,子宫呈葫芦状
1812,高氨血症
1813,地图样骨缺损
1814,蠕动感
1815,暴发性痛
1816,超雄
1817,小儿尿血
1818,乳头内陷
1819,面具脸
1820,眼干
1821,胃粘膜损伤
1822,眼球移位
1823,张口困难
1824,食管左壁形成压足跡
1825,小阴唇及前庭也有散在的白色圆形及环形丘疹
1826,胎心不规则
1827,皮肤为金属颜色或石板灰色
1828,经常说梦话
1829,舌苔厚腻
1830,呕吐苦水
1831,颅底畸形
1832,颅骨连续性中断
1833,浅表淋巴结肿大
1834,足跟痛
1835,肋间隙可有压痛
1836,红细胞增多
1837,扁桃体发炎
1838,端坐呼吸
1839,嗅觉过敏
1840,产后胸部下垂
1841,皮质下痴呆
1842,全身弥漫性潮红
1843,大动脉供血障碍
1844,肝内淤胆
1845,耳廓变大
1846,肢体的非凹性水肿
1847,儿童尿床
1848,痴笑
1849,饭后心跳加快
1850,前胸压迫性疼痛
1851,脉涩或结
1852,腰酸背痛
1853,关节囊松弛
1854,毛发色淡而呈棕色
1855,交叉注视
1856,牙的咀嚼磨损
1857,对光反射迟钝
1858,无菌性赘生物
1859,心脏失代偿
1860,小便不利
1861,胸壁疼痛
1862,咽喉部充血
1863,骨痒
1864,直肠肛门内胀痛不适
1865,杨梅样舌
1866,液气胸
1867,血栓肌化
1868,慢性头痛
1869,心肌缺血
1870,药物依赖
1871,久不消退的红色皮肤疤
1872,皮下指头至鸽蛋大的肿块结节
1873,斑丘疹
1874,甲状腺结节
1875,牙有伸长感及触痛
1876,巨大颅骨缺损
1877,带血粘脓鼻涕
1878,肠蠕动减少
1879,元气虚弱
1880,情感淡漠
1881,前房中肿胀的晶状体皮质颗粒
1882,肘部的肿胀压痛
1883,慌张步态
1884,张口抬肩
1885,毛细血管扩张
1886,婴儿含吮时乳头刀割样疼痛并渗血
1887,成人生长激素分泌不足
1888,脉络暴露
1889,小儿咳嗽
1890,足和足趾不能背屈
1891,单眼突然出现一
1892,白带增多
1893,劳力性呼吸困难
1894,咯血伴呛咳
1895,腹部压痛
1896,怪笑
1897,肺气压伤
1898,指（趾）甲缺失
1899,上唇肥厚
1900,足跟淤血
1901,脓毒性血栓
1902,十二指肠狭窄
1903,多普勒超声心动图
1904,两肺毛玻璃样粟粒样或结节样改变
1905,脂肪浸润
1906,伴有生动鲜明的恐怖性幻视
1907,拇食指捏物功能障碍
1908,手腕部米粒大小硬如软骨的包块
1909,巨痣症
1910,泪腺脱垂
1911,肾性尿崩
1912,颈动脉痛
1913,冠状动脉痉挛
1914,婴儿睡眠少
1915,恶露
1916,呼吸功能衰竭
1917,尿道内虫咬感或
1918,低热
1919,精液少
1920,绝汗
1921,腹泻为水样带黏液恶臭无脓血
1922,普秃
1923,婴儿出牙延迟
1924,咖啡斑
1925,胰腺纤维化
1926,腰脊椎疼痛
1927,毛囊角栓
1928,指端及指(趾)甲周红斑
1929,手背部皮肤发红肿胀
1930,视觉识别障碍性眩晕
1931,脊髓横贯损害
1932,毛细血管渗漏综合征
1933,交叉腿
1934,双眼抽搐
1935,大便干结呈算盘珠状
1936,颅内头痛
1937,韧带扭伤
1938,腓肠肌痉挛
1939,新生儿脐部出血
1940,黑痣
1941,角膜大小不等的
1942,便秘伴腹部包块
1943,严重腹腔感染
1944,肺部啰音
1945,心率增快
1946,剧烈疼痛
1947,复聪现象
1948,儿童期消化性溃疡
1949,重度贫血
1950,眼白出现红点
1951,无用感
1952,紫绀和血缺氧
1953,滑膜增厚
1954,血红蛋白尿
1955,脉速而无力
1956,脑干出血
1957,痉挛性斜颈
1958,易醒
1959,腰部缓慢增大的软肿块
1960,声音异常
1961,耀光感
1962,出生后“四凹征”
1963,韧带骨化
1964,指(趾)甲增厚
1965,玻璃体经瞳孔向前房凸出
1966,气道变窄
1967,脊髓马尾受累
1968,水痘样皮疹
1969,认知神经功能丧失
1970,淋巴增生
1971,纵隔纤维化
1972,讲话频率小，不
1973,颅内压增高
1974,月经量多
1975,牙齿萌出异常
1976,粉红色泡沫痰
1977,节段性肌张力障碍
1978,健忘
1979,皮肤出现硬块
1980,微血管溶血性贫血
1981,皮质功能减退
1982,声门以上的损伤
1983,畏光流泪
1984,眼球浮动现象
1985,芤脉
1986,过敏性皮炎
1987,肺动脉楔压（P
1988,阴茎龟头橡皮肿
1989,男性化
1990,肌腱粘连
1991,尿胆红素阴性
1992,脉搏短绌
1993,迷走神经兴奋
1994,皮肤斑丘疹
1995,室上性心律失常
1996,呕血
1997,尿道弥漫性浸润
1998,豹纹状眼底
1999,急性房颤
2000,心电图异常
2001,烧伤后尿量减少
2002,熊猫眼
2003,耳垂长痘
2004,完全流产
2005,鼻内痛
2006,手指尖痛或触痛
2007,阳虚体质
2008,剑突压痛
2009,小脑性共济失调
2010,黑色素沉淀
2011,肢端易发生不易控制的足癣感染
2012,关节僵硬
2013,脚趾甲内长
2014,口渴感丧失
2015,异位妊娠
2016,淋巴结结核
2017,陶瑟征阳性
2018,心脏功能突然失代偿
2019,手指和足趾无痛性软组织肿块
2020,包皮水肿
2021,溃疡穿孔出血
2022,心慌气短
2023,全头痛
2024,细小黄色瘤状皮疹
2025,自动症
2026,咳嗽伴杵状指
2027,新生儿贫血
2028,皮肤变薄、发亮
2029,遗尿
2030,体温过低
2031,焦虑
2032,阴囊上有白色小疙瘩
2033,苦笑面容
2034,不能露齿及突唇
2035,锥虫性“下疳”
2036,小管间质性肾炎
2037,舌头上有长时间不愈溃疡
2038,角弓反张位
2039,溃疡分泌物恶臭
2040,皮肤水疱，后形
2041,感觉性共济失调步态
2042,耳前庭听觉失衡
2043,口角歪斜，无法说话
2044,肋间肩胛带疼痛
2045,皮肤瘀点
2046,喉痒咳嗽
2047,白天不自觉地将牙咬紧
2048,鼻子长痘
2049,指甲可见横沟纺
2050,肛门松弛
2051,臀部疼痛
2052,阴虚体质
2053,泪溢
2054,胎儿窘迫
2055,肿瘤性脱发
2056,静息痛
2057,皮肤呈鳞片状
2058,口腔粘膜上白色较硬的隆起斑块
2059,肾后性肾衰
2060,皮肤水疱，后形成黑色干痂
2061,嗜红细胞综合征
2062,面部多毛
2063,神经伤
2064,皮肤干燥
2065,夜惊
2066,脏器变小
2067,经前综合症
2068,眼袋
2069,膈麻痹
2070,免疫性肾炎
2071,腋窝有异味
2072,鼻翼上方缺损
2073,疼痛
2074,多梦
2075,胸膜增厚
2076,水咳
2077,巨乳
2078,上肢半屈状
2079,命名性失语
2080,胫骨疼痛
2081,黏膜稍苍白
2082,腕关节圆形的软包块
2083,劳动后气急
2084,肘管综合征
2085,胎位不正
2086,口腔念珠菌感染
2087,寰枢脱位
2088,眼皮下垂
2089,鼻内似有擤不出的鼻涕
2090,迁移性脓肿
2091,葡萄膜炎
2092,下肢红斑结节
2093,肠鸣欲便
2094,耳核肿痛
2095,弯曲不利
2096,粒细胞减少
2097,反射性呕吐
2098,晶状体蛋白逸出
2099,面、颈部味觉性多汗
2100,生理性黄疸
2101,脉搏细弱甚至不
2102,口鼻血性分泌物
2103,皮肤出血点
2104,间歇性跛行
2105,低位腰痛
2106,鞍鼻
2107,肾动脉阻塞
2108,耳鼓膜穿孔
2109,硬下疳
2110,血小板寿命缩短
2111,腭部穿孔
2112,阴囊舌
2113,假牙疼痛
2114,腹腔感染
2115,关节酸痛
2116,股三角区压痛
2117,全身过敏和发热皮疹关节痛
2118,隐痛
2119,夜尿增多
2120,频发房性早搏
2121,多发性神经炎
2122,舌生疮
2123,心脏“偷停”感
2124,窦道相
2125,腹股沟疼痛
2126,内向性思维
2127,泡样水肿
2128,难治性腹水
2129,胸腔积液
2130,血管增生
2131,安静腹
2132,性发育慢
2133,下腹部钝痛和酸胀感
2134,软腭有疤痕
2135,鼻端形态不佳
2136,排尿时外阴灼热
2137,骨间肌和鱼际肌萎缩
2138,指纹皱瘪
2139,气逆
2140,喉部痉挛
2141,眼前发黑
2142,女阴会阴出现红
2143,髋外侧肿胀压痛
2144,面肌强直
2145,脾肾阳虚
2146,左腹屈曲
2147,尿中磷酸盐排出增多
2148,呈红色条索，游
2149,躯体主诉增多
2150,妊娠期胸痛
2151,鼻臭症
2152,神经症性抑郁
2153,牙周袋形成
2154,皖腹痞闷
2155,糖类皮质激素分泌过少
2156,一侧腰腹突发“
2157,产后下腹坠痛或阴道坠胀感
2158,疣状增殖
2159,手肌肉萎缩
2160,剧烈神经根性痛
2161,水钠的蓄积
2162,拇指和食指不能对掌成完好的“O”形
2163,心脏压塞征象
2164,色素性皮损
2165,骨膜反应
2166,脂溶性维生素缺乏
2167,肢体僵硬感
2168,骶尾椎融合
2169,一侧阴囊内逐渐增大的无痛性肿块
2170,舌型骨折
2171,咳嗽反射
2172,黏液性水肿
2173,脊神经压迫
2174,侧脑室增宽
2175,全身感染中毒症状
2176,摸索反射
2177,先天性虹膜缺乏
2178,下肢发凉
2179,肘关节脱位
2180,皮肤皲裂
2181,鼻黏膜溃疡
2182,足背部肿胀
2183,皮肤闪电疼痛
2184,静脉栓塞
2185,巨唇
2186,双手轮替动作笨拙
2187,发烧
2188,阵发性腹痛
2189,精子异常
2190,内出血
2191,口炎
2192,脸色发黄
2193,腹部可触及巨大
2194,低温性昏迷
2195,龟头红点
2196,牵引性头痛
2197,龟头溃疡
2198,弓形体感染
2199,品行障碍
2200,肢体运动不协调
2201,胸廓畸形
2202,雄激素过少
2203,脓气胸
2204,纤维结构不良
2205,痢下多血
2206,黑蒙
2207,小腿酸痛
2208,红鼻头
2209,血沉增快
2210,中度或轻度头痛
2211,不能屈膝
2212,癫痫的复杂部分性发作
2213,臀部可触及上移
2214,上睑下垂
2215,巩膜穿孔
2216,浅静脉有一发红
2217,腹式反常呼吸
2218,牙齿呈黄色\浅灰色或深灰色
2219,纤维渗出物
2220,四肢震颤
2221,广泛红斑浸润损
2222,呼吸音粗糙
2223,发绀
2224,顽固性呃逆
2225,水盐代谢障碍
2226,体型异常
2227,静脉血栓
2228,乳房或乳头未发育
2229,口唇泛黑
2230,胃粘膜脱垂
2231,一侧性下腹剧烈疼痛
2232,牙齿黑斑
2233,颅内出血
2234,肢体震颤
2235,无活动性结核病灶
2236,诊断室中所测血压始终增高
2237,面肌无力
2238,面肌及颈肌紧张
2239,身体变形障碍
2240,吞咽痛
2241,伸膝障碍
2242,腹股沟痒
2243,饱食后胸痛
2244,脐带血循环障碍
2245,劳累后胸痛
2246,构音障碍
2247,腹鸣
2248,腰骶疼痛
2249,情绪性多汗症
2250,孤立肾
2251,溶骨性损害
2252,面颊及上胸部充血
2253,晕厥
2254,眉间皱纹
2255,跖纹
2256,身体的低垂部位水肿
2257,搏动性头痛
2258,情绪性高血压
2259,牙齿神经痛
2260,心音异常
2261,核分裂象增多
2262,流行性肌痛
2263,继发性闭经
2264,头重如裹
2265,牙釉质腐蚀
2266,肛腺分泌减少
2267,甲亢危象
2268,食管瘘
2269,梗噎
2270,阴道口局部红肿热痛
2271,嗜盐
2272,滑膜黑染
2273,血管舒张性虚脱
2274,心肌坏死广泛
2275,眼睑闭合障碍
2276,浅褐色色素斑
2277,口干舌燥
2278,跨阈步态
2279,眼肌麻痹
2280,足底凸起
2281,肠外结核
2282,痰有恶臭味
2283,下肢负重障碍
2284,高热寒战
2285,臀部放射痛
2286,孕妇腹部硬块
2287,桶状胸
2288,肠梗死
2289,外踝呈现凹陷
2290,低血压
2291,桡骨头发育不良
2292,无胡须
2293,模仿性自动症
2294,弓形足
2295,角膜上点状暗灰色混浊
2296,红细胞寿命缩短
2297,发作性睡眠
2298,类似荨麻疹的皮
2299,绝经
2300,苔黄腻
2301,机械性压迫
2302,肛门外括约肌断裂
2303,反复鼻出血
2304,吻合口并发症
2305,黑便
2306,萌牙延迟
2307,硬脊膜膨出
2308,运动耐力降低
2309,胸膜肥厚
2310,病态欣快感
2311,胆囊体积缩小
2312,腕征
2313,痣细胞
2314,龟头瘙痒
2315,耸肩喘息
2316,乳痛症
2317,吐血痰
2318,巩膜外层炎
2319,咽喉部干燥刺痒
2320,子宫下垂
2321,尾部疼痛而拒坐
2322,热结节
2323,耳轮发育不全
2324,粉碎性骨折
2325,大腿内侧红斑
2326,感觉倒错
2327,心源性呼吸困难
2328,皮下组织硬结
2329,高原多血面容
2330,大便黑色
2331,体位张力消失
2332,肺癌胸水
2333,眼球运动偏斜扭转
2334,咳嗽伴哮鸣音
2335,弹钢琴指(趾)征
2336,男性小便刺痛
2337,透明隔腔增宽
2338,虚烦
2339,全身紧束感
2340,尿失禁与遗尿
2341,剥夺性弱视
2342,黄素化囊肿
2343,病理性醉酒
2344,妊娠期血糖高
2345,前阴寒冷
2346,脊髓受压
2347,神经性耳鸣
2348,眼睛刺痛
2349,气体弥散障碍
2350,脐窝内有肉芽组织增生
2351,婴儿肋骨外翻
2352,血尿
2353,横膈低平
2354,足背及胫后动脉搏动减弱
2355,心源性晕厥
2356,发作性眩晕
2357,皮肤痛
2358,胃气虚
2359,阵发性瘙痒
2360,微循环障碍
2361,异常子宫出血
2362,骨质破坏
2363,中度精神发育迟滞
2364,僵颈
2365,下肢肌肉瘫痪
2366,肾内动脉变细或阻塞
2367,牙根暴露
2368,羊水中有胎粪
2369,胎心音消失（无
2370,三尖瓣下移
2371,种植性结节
2372,咳泡沫黏液痰
2373,肤色赤红
2374,肋骨痛
2375,腰背部有皮毛窦
2376,脊柱后突
2377,昼盲
2378,心脏扩大
2379,脑实质出血
2380,远端胃窦产生异位节律
2381,踝部及足背水肿
2382,手热
2383,窦性停搏
2384,肌肉完全断裂
2385,老年性眩晕
2386,先天性弓形体
2387,吐白沫痰
2388,发育性骨盆异常
2389,白头粉刺
2390,伤口愈合发痒
2391,晕针
2392,胎儿水肿
2393,枕部和颈后疼痛
2394,肛管狭窄
2395,睡眠麻痹
2396,讲话频率小，不能发高音
2397,胆红素升高
2398,排尿障碍
2399,大腿以下或膝以
2400,小儿流口水
2401,下颌角外翻
2402,牙冠呈半透明乳光色
2403,左心衰竭
2404,低分子蛋白尿
2405,舌乳头增生
2406,皮肤黑变
2407,乳腺内无痛单发的硬肿块
2408,动静脉短路现象
2409,面部斑点
2410,脑死亡
2411,皮肤痣
2412,多囊卵巢
2413,下肢拖曳步态
2414,包皮痒
2415,齿槽骨萎缩
2416,烦躁不安
2417,产后大便失禁
2418,膀胱刺激症
2419,前臂细小
2420,支气管痉挛
2421,读小字和辨色困难
2422,抗内膜抗体阳性
2423,心动过缓
2424,无名指半月甲呈粉红色
2425,胃扭转梗阻症状
2426,肝星状细胞增生
2427,大便干燥
2428,氰化物烧伤及合并中毒
2429,耳后疼痛
2430,尿后滴沥
2431,胸大肌外侧缘处如花生米大小的肿块
2432,渗出性胸水
2433,先兆子宫破裂
2434,鼻屎多
2435,心房对心室收缩
2436,苔黄欠润
2437,湿啰音
2438,距骨坏死
2439,椎管大小变化
2440,咳嗽伴呼吸困难
2441,髌前空虚感
